System,Areas,Category,Metric,Area_type,TMH & DTAC-MB MKS,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH & DTAC-MB Total Customer,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer
Android,Changwat Udon Thani,4G,Connection,Province,35.55,25.51,64.45,10.04,0,580000,227000,164000,379000,63000,0
Android,Changwat Udon Thani,5G,Connection,Province,44.36,35.15,55.64,9.21,0,242000,121000,95000,134000,26000,0
Android,Changwat Rayong,2G,Connection,Province,0,0,0,0,0,130,0,0,0,0,0
Android,Changwat Rayong,3G,Connection,Province,35.78,14.5,64.22,21.28,0,15000,5800,2600,9800,3200,0
Android,Changwat Rayong,4G,Connection,Province,47.13,22.48,52.87,24.65,0,579000,284000,143000,316000,141000,0
Android,Changwat Rayong,5G,Connection,Province,45.9,28.57,54.11,17.33,0,474000,230000,144000,263000,86000,0
Android,Changwat Bueng Kan,2G,Connection,Province,100,100,0,0,0,140,240,240,0,0,0
Android,Changwat Bueng Kan,3G,Connection,Province,16.08,13.44,83.92,2.64,0,5500,1040,830,4300,210,0
Android,Changwat Bueng Kan,4G,Connection,Province,32.47,27.75,67.53,4.72,0,170000,61700,52000,117000,9700,0
Android,Changwat Bueng Kan,5G,Connection,Province,47.2,41.05,52.8,6.15,0,46000,23300,20000,25000,3300,0
Android,Changwat Nonthaburi,2G,Connection,Province,100,100,0,0,0,350,230,230,0,0,0
Android,Changwat Nonthaburi,3G,Connection,Province,53.23,31.2,46.77,22.03,0,16000,8900,5300,7800,3600,0
Android,Changwat Nonthaburi,4G,Connection,Province,64.9,35.65,35.06,29.25,0.05,668000,439000,250000,253000,189000,170
Android,Changwat Nonthaburi,5G,Connection,Province,57.74,39.44,42.26,18.3,0,600000,359000,251000,269000,108000,0
Android,Changwat Phang-nga,2G,Connection,Province,0,0,0,0,0,160,0,0,0,0,0
Android,Changwat Phang-nga,3G,Connection,Province,30.67,17.29,69.33,13.38,0,5500,1740,950,4000,790,0
Android,Changwat Phang-nga,4G,Connection,Province,42.84,22.52,57.17,20.32,0,152000,69000,37000,89000,32000,0
Android,Changwat Phang-nga,5G,Connection,Province,50.13,33.18,49.86,16.95,0,60000,31000,21000,31000,10000,0
Android,Changwat Songkhla,2G,Connection,Province,100,100,0,0,0,500,220,220,0,0,0
Android,Changwat Songkhla,3G,Connection,Province,38.03,15.35,61.97,22.68,0,24000,9700,4300,15000,5400,0
Android,Changwat Songkhla,4G,Connection,Province,50.71,21.1,49.27,29.61,0.03,771000,421000,183000,391000,238000,140
Android,Changwat Songkhla,5G,Connection,Province,53.92,29.47,46.08,24.45,0,382000,216000,120000,189000,96000,0
Android,Changwat Phatthalung,2G,Connection,Province,100,100,0,0,0,0,0,0,0,0,0
Android,Changwat Phatthalung,3G,Connection,Province,26.26,15.11,73.74,11.15,0,6900,2020,1200,5300,820,0
Android,Changwat Phatthalung,4G,Connection,Province,33.1,20.42,66.9,12.68,0,201000,73000,46000,138000,27000,0
Android,Changwat Phatthalung,5G,Connection,Province,40.24,29.56,59.76,10.68,0,79000,33300,24000,49000,9300,0
Android,Changwat Nakhon Sawan,2G,Connection,Province,100,100,0,0,0,170,120,120,0,0,0
Android,Changwat Nakhon Sawan,3G,Connection,Province,34.74,18.3,65.26,16.44,0,14000,5000,2800,9000,2200,0
Android,Changwat Nakhon Sawan,4G,Connection,Province,42.24,24.91,57.76,17.33,0,377000,172000,103000,224000,69000,0
Android,Changwat Nakhon Sawan,5G,Connection,Province,50.26,35.58,49.74,14.68,0,186000,100000,69000,95000,31000,0
Android,Changwat Mae Hong Son,2G,Connection,Province,100,100,0,0,0,130,210,210,0,0,0
Android,Changwat Mae Hong Son,3G,Connection,Province,26.98,24.07,73.02,2.91,0,4100,1280,1100,3100,180,0
Android,Changwat Mae Hong Son,4G,Connection,Province,42.93,37.56,57.08,5.37,0,95000,44200,39000,57000,5200,0
Android,Changwat Mae Hong Son,5G,Connection,Province,54.18,47.83,45.82,6.35,0,28000,16200,14000,14000,2200,0
Android,Changwat Chai Nat,Price unknown,Device,Province,43.45,32.49,56.56,10.96,0,7200,3800,2800,3600,1000,0
Android,Changwat Chai Nat,"$1,000 or more",Device,Province,51.82,37.73,48.18,14.09,0,36000,20100,15000,18000,5100,0
Android,Changwat Chai Nat,Less than $100,Device,Province,41.73,29.58,58.27,12.15,0,11000,4600,3200,6400,1400,0
Android,Changwat Chai Nat,$100 - $149,Device,Province,41.53,29.37,58.46,12.16,0,33000,13900,10000,20000,3900,0
Android,Changwat Chai Nat,$150 - $199,Device,Province,45.63,33.23,54.37,12.4,0,31000,13900,10000,18000,3900,0
Android,Changwat Chai Nat,$200 - $249,Device,Province,47.22,32.89,52.78,14.33,0,21000,9900,6900,11000,3000,0
Android,Changwat Chai Nat,$250 - $299,Device,Province,43.83,31.21,56.17,12.62,0,18000,8100,5800,10000,2300,0
Android,Changwat Chai Nat,$300 - $399,Device,Province,47.48,31.55,52.51,15.93,0,24000,11800,7900,13000,3900,0
Android,Changwat Chai Nat,$400 - $599,Device,Province,48.84,34.15,51.16,14.69,0,27000,13800,9700,14000,4100,0
Android,Changwat Chai Nat,$600 - $999,Device,Province,50,36.32,50,13.68,0,28000,15900,12000,13000,3900,0
Android,Changwat Surin,Price unknown,Device,Province,35.32,25.98,64.68,9.34,0,28000,12900,10000,17000,2900,0
Android,Changwat Surin,"$1,000 or more",Device,Province,49.08,35.48,50.92,13.6,0,106000,54000,41000,56000,13000,0
Android,Changwat Surin,Less than $100,Device,Province,32.62,23.95,67.38,8.67,0,50000,16300,12000,34000,4300,0
Android,Changwat Surin,$100 - $149,Device,Province,34.36,25.53,65.65,8.83,0,145000,51000,38000,98000,13000,0
Android,Changwat Surin,$150 - $199,Device,Province,36.41,26.68,63.59,9.73,0,113000,42000,30000,75000,12000,0
Android,Changwat Surin,$200 - $249,Device,Province,37.58,26.74,62.42,10.84,0,76000,30300,22000,49000,8300,0
Android,Changwat Surin,$250 - $299,Device,Province,38.21,27.34,61.79,10.87,0,63000,23900,17000,39000,6900,0
Android,Changwat Surin,$300 - $399,Device,Province,39.38,27.26,60.62,12.12,0,79000,32300,23000,48000,9300,0
Android,Changwat Surin,$400 - $599,Device,Province,41.7,30.68,58.3,11.02,0,82000,37800,28000,47000,9800,0
Android,Changwat Surin,$600 - $999,Device,Province,45.86,33.07,54.13,12.79,0,100000,48000,36000,57000,12000,0
Android,Changwat Uthai Thani,Price unknown,Device,Province,37.68,28.13,62.33,9.55,0,7500,3170,2500,4400,670,0
Android,Changwat Uthai Thani,"$1,000 or more",Device,Province,44.32,33.24,55.68,11.08,0,30000,14100,11000,17000,3100,0
Android,Changwat Uthai Thani,Less than $100,Device,Province,27.23,21.19,72.77,6.04,0,12000,3040,2400,8700,640,0
Android,Changwat Uthai Thani,$100 - $149,Device,Province,29.91,23.4,70.09,6.51,0,34000,10300,8000,24000,2300,0
Android,Changwat Uthai Thani,$150 - $199,Device,Province,32.7,25.56,67.31,7.14,0,30000,10200,8000,21000,2200,0
Android,Changwat Uthai Thani,$200 - $249,Device,Province,33.65,25.09,66.36,8.56,0,20000,6900,5200,14000,1700,0
Android,Changwat Uthai Thani,$250 - $299,Device,Province,32.15,23.17,67.85,8.98,0,18000,5800,4200,12000,1600,0
Android,Changwat Uthai Thani,$300 - $399,Device,Province,34.49,26.82,65.51,7.67,0,21000,8000,6100,14000,1900,0
Android,Changwat Uthai Thani,$400 - $599,Device,Province,38.9,29.98,61.1,8.92,0,25000,10000,7700,15000,2300,0
Android,Changwat Uthai Thani,$600 - $999,Device,Province,43.49,32.66,56.51,10.83,0,24000,11300,8700,14000,2600,0
Android,Changwat Tak,Price unknown,Device,Province,44.76,28.82,55.24,15.94,0,15000,7800,5400,8200,2400,0
Android,Changwat Tak,"$1,000 or more",Device,Province,52.01,35.17,48,16.84,0,75000,37000,26000,38000,11000,0
Android,Changwat Tak,Less than $100,Device,Province,37.3,24.39,62.7,12.91,0,27000,9900,6400,18000,3500,0
Android,Changwat Tak,$100 - $149,Device,Province,41.08,26.93,58.93,14.15,0,85000,35000,23000,50000,12000,0
Android,Changwat Tak,$150 - $199,Device,Province,45.92,27.82,54.08,18.1,0,66000,30000,18000,36000,12000,0
Android,Changwat Tak,$200 - $249,Device,Province,49.34,29.91,50.66,19.43,0,48000,22800,14000,24000,8800,0
Android,Changwat Tak,$250 - $299,Device,Province,47.17,27.35,52.83,19.82,0,40000,18700,11000,20000,7700,0
Android,Changwat Tak,$300 - $399,Device,Province,48.34,29.71,51.66,18.63,0,44000,21000,13000,23000,8000,0
Android,Changwat Tak,$400 - $599,Device,Province,45.93,30.56,54.08,15.37,0,47000,23400,16000,25000,7400,0
Android,Changwat Tak,$600 - $999,Device,Province,52.02,33.89,47.98,18.13,0,57000,29900,21000,29000,8900,0
Android,Changwat Nakhon Si Thammarat,Price unknown,Device,Province,41.08,23.14,58.92,17.94,0,45000,22200,13000,24000,9200,0
Android,Changwat Nakhon Si Thammarat,"$1,000 or more",Device,Province,45.57,28.77,54.43,16.8,0,188000,91000,57000,106000,34000,0
Android,Changwat Nakhon Si Thammarat,Less than $100,Device,Province,38.89,21.19,61.1,17.7,0,66000,27000,15000,42000,12000,0
Android,Changwat Nakhon Si Thammarat,$100 - $149,Device,Province,40.1,22.87,59.89,17.23,0,196000,81000,46000,121000,35000,0
Android,Changwat Nakhon Si Thammarat,$150 - $199,Device,Province,41.18,23.32,58.82,17.86,0,150000,62000,35000,92000,27000,0
Android,Changwat Nakhon Si Thammarat,$200 - $249,Device,Province,42.16,23.66,57.84,18.5,0,95000,41000,23000,56000,18000,0
Android,Changwat Nakhon Si Thammarat,$250 - $299,Device,Province,38.72,22.13,61.28,16.59,0,92000,37000,21000,57000,16000,0
Android,Changwat Nakhon Si Thammarat,$300 - $399,Device,Province,43.31,24.63,56.69,18.68,0,111000,51000,30000,63000,21000,0
Android,Changwat Nakhon Si Thammarat,$400 - $599,Device,Province,41.95,25.51,58.05,16.44,0,130000,61000,37000,75000,24000,130
Android,Changwat Nakhon Si Thammarat,$600 - $999,Device,Province,48.4,29.16,51.6,19.24,0,154000,77000,47000,85000,30000,0
Android,Changwat Phra Nakhon Si Ayutthaya,Price unknown,Device,Province,48.07,30.12,51.93,17.95,0,28000,14600,9400,14000,5200,0
Android,Changwat Phra Nakhon Si Ayutthaya,"$1,000 or more",Device,Province,45.06,30.09,54.94,14.97,0,208000,98000,68000,114000,30000,0
Android,Changwat Phra Nakhon Si Ayutthaya,Less than $100,Device,Province,46.63,29.68,53.37,16.95,0,29000,13600,8700,17000,4900,0
Android,Changwat Phra Nakhon Si Ayutthaya,$100 - $149,Device,Province,45.55,27.28,54.45,18.27,0,98000,46000,28000,53000,18000,0
Android,Changwat Phra Nakhon Si Ayutthaya,$150 - $199,Device,Province,46.53,29.26,53.47,17.27,0,95000,45000,28000,52000,17000,0
Android,Changwat Phra Nakhon Si Ayutthaya,$200 - $249,Device,Province,47.59,28.88,52.41,18.71,0,72000,34000,21000,39000,13000,110
Android,Changwat Phra Nakhon Si Ayutthaya,$250 - $299,Device,Province,43.61,26.72,56.39,16.89,0,72000,32000,19000,41000,13000,0
Android,Changwat Phra Nakhon Si Ayutthaya,$300 - $399,Device,Province,43.57,26.66,56.42,16.91,0,103000,47000,29000,58000,18000,0
Android,Changwat Phra Nakhon Si Ayutthaya,$400 - $599,Device,Province,43.95,28.25,56.05,15.7,0,113000,53000,35000,63000,18000,0
Android,Changwat Phra Nakhon Si Ayutthaya,$600 - $999,Device,Province,45.84,30.22,54.16,15.62,0,139000,69000,47000,75000,22000,0
Android,Changwat Phrae,Price unknown,Device,Province,44.74,30.93,55.25,13.81,0,11000,5900,4100,5600,1800,0
Android,Changwat Phrae,"$1,000 or more",Device,Province,53.7,38.52,46.3,15.18,0,43000,23100,17000,21000,6100,0
Android,Changwat Phrae,Less than $100,Device,Province,41.41,27.56,58.59,13.85,0,15000,6300,4100,8800,2200,0
Android,Changwat Phrae,$100 - $149,Device,Province,44.3,29.55,55.69,14.75,0,47000,20800,14000,26000,6800,0
Android,Changwat Phrae,$150 - $199,Device,Province,45.16,30.61,54.84,14.55,0,40000,17900,12000,22000,5900,0
Android,Changwat Phrae,$200 - $249,Device,Province,47.26,30.26,52.74,17,0,26000,13000,8500,14000,4500,0
Android,Changwat Phrae,$250 - $299,Device,Province,46.03,30.06,53.97,15.97,0,24000,11400,7400,13000,4000,0
Android,Changwat Phrae,$300 - $399,Device,Province,47.52,32.89,52.48,14.63,0,30000,14100,9800,16000,4300,0
Android,Changwat Phrae,$400 - $599,Device,Province,49.42,34.07,50.58,15.35,0,31000,15900,11000,16000,4900,0
Android,Changwat Phrae,$600 - $999,Device,Province,52.68,34.27,47.31,18.41,0,34000,18500,13000,16000,5500,0
Android,Changwat Chon Buri,Price unknown,Device,Province,54.94,33.13,45.07,21.81,0,76000,47000,30000,33000,17000,0
Android,Changwat Chon Buri,"$1,000 or more",Device,Province,47.78,31.76,52.22,16.02,0,737000,375000,254000,375000,121000,0
Android,Changwat Chon Buri,Less than $100,Device,Province,54.25,31.49,45.75,22.76,0,67000,38000,21000,31000,17000,0
Android,Changwat Chon Buri,$100 - $149,Device,Province,54.76,32.01,45.25,22.75,0,238000,134000,79000,111000,55000,0
Android,Changwat Chon Buri,$150 - $199,Device,Province,54.27,31.89,45.73,22.38,0,253000,137000,81000,117000,56000,0
Android,Changwat Chon Buri,$200 - $249,Device,Province,54.37,31.76,45.62,22.61,0,192000,106000,62000,90000,44000,0
Android,Changwat Chon Buri,$250 - $299,Device,Province,52.03,30.01,47.97,22.02,0,185000,97000,56000,90000,41000,0
Android,Changwat Chon Buri,$300 - $399,Device,Province,51.28,30.93,48.72,20.35,0,273000,144000,87000,133000,57000,0
Android,Changwat Chon Buri,$400 - $599,Device,Province,50.42,31.84,49.58,18.58,0,325000,174000,112000,158000,62000,0
Android,Changwat Chon Buri,$600 - $999,Device,Province,50.19,33.37,49.81,16.82,0,427000,229000,152000,209000,77000,0
Android,Changwat Buri Ram,Price unknown,Device,Province,45.26,35.36,54.74,9.9,0,39000,17800,14000,24000,3800,0
Android,Changwat Buri Ram,"$1,000 or more",Device,Province,52.06,37.96,47.94,14.1,0,130000,71000,55000,62000,16000,0
Android,Changwat Buri Ram,Less than $100,Device,Province,40.9,30.97,59.09,9.93,0,56000,22600,17000,34000,5600,0
Android,Changwat Buri Ram,$100 - $149,Device,Province,43.12,32.54,56.88,10.58,0,165000,73000,55000,98000,18000,0
Android,Changwat Buri Ram,$150 - $199,Device,Province,44.56,32.74,55.43,11.82,0,129000,60000,44000,74000,16000,0
Android,Changwat Buri Ram,$200 - $249,Device,Province,46.72,33.74,53.28,12.98,0,83000,41000,30000,45000,11000,0
Android,Changwat Buri Ram,$250 - $299,Device,Province,44.71,32.41,55.29,12.3,0,69000,31600,23000,40000,8600,0
Android,Changwat Buri Ram,$300 - $399,Device,Province,47.27,35.01,52.73,12.26,0,89000,44000,33000,48000,11000,150
Android,Changwat Buri Ram,$400 - $599,Device,Province,48.44,36.16,51.56,12.28,0,94000,49000,37000,48000,12000,0
Android,Changwat Buri Ram,$600 - $999,Device,Province,52.02,38.04,47.98,13.98,0,121000,69000,52000,59000,17000,0
Android,Changwat Nong Bua Lam Phu,Price unknown,Device,Province,30.47,23.89,69.53,6.58,0,10000,3800,3000,6500,800,0
Android,Changwat Nong Bua Lam Phu,"$1,000 or more",Device,Province,40.3,30.45,59.7,9.85,0,36000,16700,13000,21000,3700,0
Android,Changwat Nong Bua Lam Phu,Less than $100,Device,Province,25.78,21.07,74.21,4.71,0,19000,5340,4400,15000,940,0
Android,Changwat Nong Bua Lam Phu,$100 - $149,Device,Province,27.62,22.13,72.38,5.49,0,58000,17200,14000,44000,3200,0
Android,Changwat Nong Bua Lam Phu,$150 - $199,Device,Province,28.5,23.02,71.51,5.48,0,44000,12500,10000,32000,2500,0
Android,Changwat Nong Bua Lam Phu,$200 - $249,Device,Province,31.28,24.99,68.72,6.29,0,28000,8800,7000,20000,1800,0
Android,Changwat Nong Bua Lam Phu,$250 - $299,Device,Province,28.73,22.57,71.26,6.16,0,26000,7300,5600,19000,1700,0
Android,Changwat Nong Bua Lam Phu,$300 - $399,Device,Province,29.77,22.49,70.23,7.28,0,29000,9500,7200,20000,2300,0
Android,Changwat Nong Bua Lam Phu,$400 - $599,Device,Province,33.17,26.76,66.83,6.41,0,30000,11000,8700,19000,2300,0
Android,Changwat Nong Bua Lam Phu,$600 - $999,Device,Province,39.84,29.68,60.16,10.16,0,34000,14000,11000,20000,3000,0
Android,Changwat Yala,Price unknown,Device,Province,21.75,16,78.24,5.75,0,15000,4600,3200,12000,1400,0
Android,Changwat Yala,"$1,000 or more",Device,Province,36.1,23.56,63.9,12.54,0,78000,24200,16000,54000,8200,0
Android,Changwat Yala,Less than $100,Device,Province,19.7,13.5,80.29,6.2,0,30000,6000,4100,25000,1900,0
Android,Changwat Yala,$100 - $149,Device,Province,19.98,13.86,80.03,6.12,0,81000,16200,11000,67000,5200,0
Android,Changwat Yala,$150 - $199,Device,Province,23.05,15.96,76.95,7.09,0,61000,14200,9900,48000,4300,0
Android,Changwat Yala,$200 - $249,Device,Province,25.55,17.62,74.45,7.93,0,37000,9700,6600,28000,3100,0
Android,Changwat Yala,$250 - $299,Device,Province,22.75,15.72,77.26,7.03,0,31000,7500,5100,24000,2400,0
Android,Changwat Yala,$300 - $399,Device,Province,27.03,17.27,72.97,9.76,0,39000,11400,7700,28000,3700,0
Android,Changwat Yala,$400 - $599,Device,Province,29.21,19.84,70.8,9.37,0,46000,15800,11000,33000,4800,0
Android,Changwat Yala,$600 - $999,Device,Province,32.91,20.93,67.09,11.98,0,63000,20400,14000,45000,6400,0
Android,Changwat Chumphon,Price unknown,Device,Province,30.66,17.41,69.34,13.25,0,18000,6900,4200,12000,2700,0
Android,Changwat Chumphon,"$1,000 or more",Device,Province,41.3,28.21,58.7,13.09,0,86000,35000,23000,55000,12000,0
Android,Changwat Chumphon,Less than $100,Device,Province,26.58,15.59,73.42,10.99,0,27000,7100,4100,20000,3000,0
Android,Changwat Chumphon,$100 - $149,Device,Province,27.53,14.85,72.47,12.68,0,86000,24000,13000,63000,11000,0
Android,Changwat Chumphon,$150 - $199,Device,Province,29.46,16,70.54,13.46,0,63000,18900,10000,46000,8900,0
Android,Changwat Chumphon,$200 - $249,Device,Province,33.43,16.39,66.56,17.04,0,42000,13700,6800,28000,6900,0
Android,Changwat Chumphon,$250 - $299,Device,Province,33.76,17.43,66.25,16.33,0,38000,12700,6600,26000,6100,0
Android,Changwat Chumphon,$300 - $399,Device,Province,32.83,17.64,67.17,15.19,0,46000,16500,9300,31000,7200,0
Android,Changwat Chumphon,$400 - $599,Device,Province,34.45,20.59,65.54,13.86,0,48000,18400,11000,30000,7400,0
Android,Changwat Chumphon,$600 - $999,Device,Province,40.56,22.8,59.44,17.76,0,65000,26600,17000,42000,9600,0
Android,Changwat Ratchaburi,Price unknown,Device,Province,42.73,19.65,57.27,23.08,0,22000,10200,5400,12000,4800,0
Android,Changwat Ratchaburi,"$1,000 or more",Device,Province,42.87,27.34,57.13,15.53,0,147000,65000,40000,86000,25000,0
Android,Changwat Ratchaburi,Less than $100,Device,Province,36.13,16.72,63.87,19.41,0,29000,10600,5000,18000,5600,0
Android,Changwat Ratchaburi,$100 - $149,Device,Province,37.17,17.65,62.83,19.52,0,97000,37000,18000,62000,19000,0
Android,Changwat Ratchaburi,$150 - $199,Device,Province,40.2,19.41,59.8,20.79,0,89000,35000,17000,54000,18000,0
Android,Changwat Ratchaburi,$200 - $249,Device,Province,43.18,21.07,56.82,22.11,0,64000,27000,13000,38000,14000,0
Android,Changwat Ratchaburi,$250 - $299,Device,Province,41.7,20.38,58.3,21.32,0,55000,24000,12000,34000,12000,0
Android,Changwat Ratchaburi,$300 - $399,Device,Province,42.28,21.47,57.72,20.81,0,75000,33000,17000,45000,16000,0
Android,Changwat Ratchaburi,$400 - $599,Device,Province,41.83,23.29,58.17,18.54,0,77000,35000,20000,45000,15000,0
Android,Changwat Ratchaburi,$600 - $999,Device,Province,45.71,28.26,54.3,17.45,0,108000,50000,30000,63000,20000,0
Android,Changwat Chanthaburi,Price unknown,Device,Province,32.03,21.45,67.97,10.58,0,19000,7800,5500,13000,2300,0
Android,Changwat Chanthaburi,"$1,000 or more",Device,Province,40.72,29.96,59.27,10.76,0,129000,50000,37000,81000,13000,0
Android,Changwat Chanthaburi,Less than $100,Device,Province,24.34,15.34,75.66,9,0,29000,7600,4900,22000,2700,0
Android,Changwat Chanthaburi,$100 - $149,Device,Province,27.21,17.97,72.79,9.24,0,83000,23800,16000,62000,7800,0
Android,Changwat Chanthaburi,$150 - $199,Device,Province,29.67,19.6,70.33,10.07,0,71000,21400,14000,49000,7400,0
Android,Changwat Chanthaburi,$200 - $249,Device,Province,31.91,20.92,68.1,10.99,0,49000,16500,11000,34000,5500,0
Android,Changwat Chanthaburi,$250 - $299,Device,Province,32.61,21.44,67.4,11.17,0,45000,14900,9700,31000,5200,0
Android,Changwat Chanthaburi,$300 - $399,Device,Province,34.1,23.09,65.9,11.01,0,58000,20700,14000,39000,6700,0
Android,Changwat Chanthaburi,$400 - $599,Device,Province,36.93,25.46,63.07,11.47,0,65000,26900,19000,41000,7900,0
Android,Changwat Chanthaburi,$600 - $999,Device,Province,40.9,28.81,59.11,12.09,0,86000,35700,26000,56000,9700,0
Android,Changwat Roi Et,Price unknown,Device,Province,41.75,33.46,58.25,8.29,0,22000,11000,8600,11000,2400,0
Android,Changwat Roi Et,"$1,000 or more",Device,Province,48.79,36.28,51.21,12.51,0,90000,45400,36000,46000,9400,0
Android,Changwat Roi Et,Less than $100,Device,Province,37.45,29.73,62.55,7.72,0,42000,16400,13000,28000,3400,0
Android,Changwat Roi Et,$100 - $149,Device,Province,38.54,30.18,61.46,8.36,0,124000,49000,38000,79000,11000,0
Android,Changwat Roi Et,$150 - $199,Device,Province,41.36,32.18,58.64,9.18,0,95000,41400,32000,57000,9400,0
Android,Changwat Roi Et,$200 - $249,Device,Province,43.02,33.24,56.98,9.78,0,62000,28300,22000,37000,6300,0
Android,Changwat Roi Et,$250 - $299,Device,Province,43,32.19,57,10.81,0,49000,20200,15000,29000,5200,0
Android,Changwat Roi Et,$300 - $399,Device,Province,45.34,34.58,54.66,10.76,0,65000,30200,23000,37000,7200,0
Android,Changwat Roi Et,$400 - $599,Device,Province,46.48,36.01,53.52,10.47,0,65000,33500,26000,35000,7500,0
Android,Changwat Roi Et,$600 - $999,Device,Province,49.07,38.03,50.93,11.04,0,83000,44500,35000,43000,9500,0
Android,Changwat Nan,Price unknown,Device,Province,39.16,30.07,60.84,9.09,0,13000,5700,4500,8100,1200,0
Android,Changwat Nan,"$1,000 or more",Device,Province,44.72,36.18,55.28,8.54,0,46000,20200,16000,25000,4200,0
Android,Changwat Nan,Less than $100,Device,Province,31.58,25.61,68.42,5.97,0,18000,5700,4600,12000,1100,0
Android,Changwat Nan,$100 - $149,Device,Province,32.6,26.23,67.39,6.37,0,50000,16100,13000,34000,3100,0
Android,Changwat Nan,$150 - $199,Device,Province,36.69,29.11,63.32,7.58,0,44000,16200,13000,27000,3200,0
Android,Changwat Nan,$200 - $249,Device,Province,40.97,31.06,59.03,9.91,0,25000,10600,8000,15000,2600,0
Android,Changwat Nan,$250 - $299,Device,Province,38.73,29.21,61.27,9.52,0,22000,8700,6500,14000,2200,0
Android,Changwat Nan,$300 - $399,Device,Province,39.08,29.93,60.91,9.15,0,28000,11200,8700,18000,2500,0
Android,Changwat Nan,$400 - $599,Device,Province,41.61,32.69,58.39,8.92,0,29000,13800,11000,17000,2800,0
Android,Changwat Nan,$600 - $999,Device,Province,46.25,35.83,53.75,10.42,0,37000,17600,14000,21000,3600,0
Android,Changwat Ranong,Price unknown,Device,Province,42.37,23.4,57.62,18.97,0,7400,3300,2000,4300,1300,0
Android,Changwat Ranong,"$1,000 or more",Device,Province,47.31,27.69,52.69,19.62,0,30000,13600,9000,18000,4600,0
Android,Changwat Ranong,Less than $100,Device,Province,38.11,23.08,61.9,15.03,0,11000,4200,2500,7200,1700,0
Android,Changwat Ranong,$100 - $149,Device,Province,40.59,22.54,59.41,18.05,0,37000,15100,8300,22000,6800,0
Android,Changwat Ranong,$150 - $199,Device,Province,41.23,22.44,58.77,18.79,0,32000,13100,7200,19000,5900,0
Android,Changwat Ranong,$200 - $249,Device,Province,46.72,22.8,53.28,23.92,0,20000,9600,4700,11000,4900,0
Android,Changwat Ranong,$250 - $299,Device,Province,43.88,23.23,56.12,20.65,0,15000,6800,3600,8600,3200,0
Android,Changwat Ranong,$300 - $399,Device,Province,47.41,27.39,52.58,20.02,0,19000,8800,5200,9800,3600,0
Android,Changwat Ranong,$400 - $599,Device,Province,43.76,24.7,56.24,19.06,0,18000,8500,5000,9900,3500,0
Android,Changwat Ranong,$600 - $999,Device,Province,46.28,26.86,53.72,19.42,0,23000,10800,7300,13000,3500,0
Android,Changwat Nakhon Phanom,Price unknown,Device,Province,32.71,27.35,67.29,5.36,0,15000,6400,5300,10000,1100,0
Android,Changwat Nakhon Phanom,"$1,000 or more",Device,Province,47.89,38.12,52.11,9.77,0,60000,27600,23000,32000,4600,0
Android,Changwat Nakhon Phanom,Less than $100,Device,Province,29.16,25.33,70.84,3.83,0,25000,7900,6800,18000,1100,0
Android,Changwat Nakhon Phanom,$100 - $149,Device,Province,31.23,26.5,68.77,4.73,0,78000,24900,21000,55000,3900,0
Android,Changwat Nakhon Phanom,$150 - $199,Device,Province,34.12,28.78,65.88,5.34,0,56000,20100,17000,38000,3100,0
Android,Changwat Nakhon Phanom,$200 - $249,Device,Province,34.43,27.81,65.57,6.62,0,39000,13600,11000,26000,2600,0
Android,Changwat Nakhon Phanom,$250 - $299,Device,Province,34.76,29.15,65.24,5.61,0,32000,10900,9100,22000,1800,0
Android,Changwat Nakhon Phanom,$300 - $399,Device,Province,38.37,30.7,61.63,7.67,0,40000,16200,13000,25000,3200,0
Android,Changwat Nakhon Phanom,$400 - $599,Device,Province,36.86,29.37,63.14,7.49,0,40000,17300,14000,25000,3300,0
Android,Changwat Nakhon Phanom,$600 - $999,Device,Province,43.18,35.56,56.83,7.62,0,54000,25300,21000,32000,4300,0
Android,Changwat Kanchanaburi,Price unknown,Device,Province,24.07,16.38,75.93,7.69,0,25000,7100,5200,18000,1900,0
Android,Changwat Kanchanaburi,"$1,000 or more",Device,Province,33.82,25.38,66.18,8.44,0,126000,39400,30000,91000,9400,0
Android,Changwat Kanchanaburi,Less than $100,Device,Province,17.08,10.33,82.92,6.75,0,36000,6200,3800,29000,2400,0
Android,Changwat Kanchanaburi,$100 - $149,Device,Province,19.79,12.4,80.22,7.39,0,117000,22500,14000,95000,8500,0
Android,Changwat Kanchanaburi,$150 - $199,Device,Province,22.78,14.49,77.21,8.29,0,100000,22200,14000,77000,8200,0
Android,Changwat Kanchanaburi,$200 - $249,Device,Province,24.64,15.61,75.36,9.03,0,68000,17200,11000,52000,6200,0
Android,Changwat Kanchanaburi,$250 - $299,Device,Province,23.56,15.2,76.43,8.36,0,59000,14600,9600,47000,5000,0
Android,Changwat Kanchanaburi,$300 - $399,Device,Province,24.6,16.84,75.4,7.76,0,78000,20400,14000,59000,6400,0
Android,Changwat Kanchanaburi,$400 - $599,Device,Province,25.48,17.72,74.52,7.76,0,83000,23800,17000,60000,6800,0
Android,Changwat Kanchanaburi,$600 - $999,Device,Province,33.24,23.72,66.75,9.52,0,99000,29800,22000,72000,7800,0
